idAxv,title,report-no,doi,submitter,abstract_md5,authors
0704.3118,Proof of the Flohr-Grabow-Koehn conjectures for characters of  logarithmic conformal field theory,,10.1088/1751-8113/40/40/015,S. Ole Warnaar,ca22d45e7b0bf525b5cc598f5f7770c4,S Ole Warnaar
0704.3121,Hybrid Chaplygin gas and phantom divide crossing,BNU/0375-2007,10.1142/S0217732309027303,Hongsheng Zhang,f81d49e78a9666b902ee88dc190a2eac,"Hongsheng Zhang, Zong-Hong Zhu and Lihua Yang"
0704.3144,Complex data processing: fast wavelet analysis on the sphere,,10.1007/s00041-006-6917-9,Yves Wiaux,16d13c56b6a34d574cc9d9e95b3c0d7c,"Y. Wiaux, J. D. McEwen, P. Vielva"
0704.3153,Deviations from Tri-bimaximal Neutrino Mixing in Type-II Seesaw and  Leptogenesis,,10.1103/PhysRevD.76.073009,Zhi-Zhong Xing,80cd10e0fe033669ade7496c6785f123,"Aik Hui Chan, Harald Fritzsch, Shu Luo, Zhi-zhong Xing"
0704.3167,The Goldberger-Miyazawa-Oehme sum rule revisited,HIP-2007-16/TH,10.1140/epja/i2007-10377-6,"Pekko Mets\""a",2711768f1fb7c1256e6bb00c8cf17469,"V.V. Abaev, P. Mets\""a, and M.E. Sainio"
0704.3189,II. The mass gap and solution of the quark confinement problem in QCD,,,V. Gogohia,ed481f41c10bb9f451105c117d797646,V. Gogokhia
0704.3195,Particle Interpretations of the PVLAS Data,DESY 07-054,,Andreas Ringwald,4527f7fb6124a9bd9877e8b35e051c83,Andreas Ringwald (DESY)
0704.3213,Dynamic rays of bounded-type entire functions,Stony Brook IMS Preprint #2007/05,10.4007/annals.2010.173.1.3,Lasse Rempe,a6e4cb4ed6bd31284cf33e2ba3465cae,"G\""unter Rottenfu{\ss}er, Johannes R\""uckert, Lasse Rempe and Dierk
  Schleicher"
0704.3220,Lectures on (abelian) Chern-Simons vortices,,,Peter Horvathy,cbe88713654a6186c7cb875412f51588,P. A. Horvathy
0704.3224,Supergiant Fast X-ray Transients: A common behaviour or a class of  objects?,,,Ignacio Negueruela,457e5fc792503e7d07e8ecb929334210,"Ignacio Negueruela (Universidad de Alicante), David M. Smith (UCSC),
  Jose Miguel Torrejon (alicante), Pablo Reig (FORTH/University of Crete)"
0704.3253,Quantum Hacking: Experimental demonstration of time-shift attack against  practical quantum key distribution systems,,10.1103/PhysRevA.78.042333,Yi Zhao,ed25cd43416fcb7f2eb15f65438647eb,"Yi Zhao, Chi-Hang Fred Fung, Bing Qi, Christine Chen, and Hoi-Kwong Lo"
0704.3297,Breaking a quantum key distribution system through a timing side channel,,10.1364/OE.15.009388,Antia Lamas-Linares,b2c4c2ec9bb9f20e76e1740b51240ad0,Antia Lamas-Linares and Christian Kurtsiefer
0704.3330,Interacting Energy Components and Observational $H(z)$ Data,,10.1016/j.physletb.2007.08.056,Hao Wei,6833ad8640335e539d25aed305652d13,"Hao Wei, Shuang Nan Zhang"
0704.3340,Production of Higgs boson excitations of universal extra dimension at  the Large Hadron Collider,CU-PHYSICS/07-2007,10.1016/j.physletb.2007.07.062,Anirban Kundu,b9c77f07b3d4bfee12c87b715f9ad9cb,Biplob Bhattacherjee and Anirban Kundu
0704.3368,Search for gravitational waves from binary inspirals in S3 and S4 LIGO  data,,10.1103/PhysRevD.77.062002,Thomas Cokelaer,6a2acce4f8674a6887bb35e23045560e,"LIGO Scientific Collaboration: B. Abbott, et al"
0704.3377,"Halo-model signatures from 380,000 SDSS Luminous Red Galaxies with  photometric redshifts",,10.1111/j.1365-2966.2007.11925.x,Chris Blake,81ab3418dab32d7d5fe503fc07a9d670,"Chris Blake, Adrian Collister, Ofer Lahav"
0704.3403,Sparticle Spectra and LHC Signatures for Large Volume String  Compactifications,DAMTP-2007-33,10.1088/1126-6708/2007/08/061,Chun Hay Kom,ac726ff07432676c2245107c990e74dd,"J. P. Conlon, C. H. Kom, K. Suruliz, B. C. Allanach, F. Quevedo"
0704.3414,Phantom field dynamics in loop quantum cosmology,,10.1103/PhysRevD.76.043514,Burin Gumjudpai,9e47a7b91302e2ed49278d57a000fe10,Daris Samart and Burin Gumjudpai (TPTP Naresuan U.)
0704.3442,1/2-BPS states in M theory and defects in the dual CFTs,EFI-07-12,10.1088/1126-6708/2007/10/014,Oleg Lunin,5078519c2bfc58b1307689f7808560e1,Oleg Lunin
0704.3446,Phenomenology of GUT-less Supersymmetry Breaking,"CERN-PH-TH/2007-073, UMN-TH-2602/07, FTPI-MINN-07/15",10.1088/1126-6708/2007/06/079,Pearl Sandick,841f803a60e5e4d18d4548e077a50d36,"John Ellis, Keith A. Olive and Pearl Sandick"
0704.3458,Searching for Lee-Wick Gauge Bosons at the LHC,SLAC-PUB-12481,10.1088/1126-6708/2007/06/070,Thomas G. Rizzo,735d5d79e1d1c5a47912effb03f9fdc6,Thomas G. Rizzo
0704.3464,Constraints on $N_c$ in Extensions of the Standard Model,YITP-SB-07-16,10.1103/PhysRevD.76.055010,Robert Shrock,f040166a0c56f092aa58bc2cc2efc6ba,Robert Shrock
0704.3473,Towards observable signatures of other bubble universes,,10.1103/PhysRevD.76.063509,Matthew Johnson,c9ecb8bc9f7e4b34aeb2d373ee7570ca,"Anthony Aguirre, Matthew C Johnson, Assaf Shomer"
0704.3481,Z Boson Propagator Correction in Technicolor Theories with ETC Effects  Included,YITP-SB-07-07,10.1103/PhysRevD.76.035003,Masafumi Kurachi,8413559b0f6df54563663266292c72a2,"Masafumi Kurachi, Robert Shrock, Koichi Yamawaki"
0704.3487,Quantum Hall Effect in a Graphene p-n Junction,,,Charles M. Marcus,92c2c0e3d8c221ded5648d5a5949e37f,"J. R. Williams, L. DiCarlo, C. M. Marcus"
0704.3532,Some Phenomenologies of Unparticle Physics,,10.1016/j.physletb.2007.10.058,Guohuai Zhu,490fa600d7089e24c7a6ee402a789f2c,"Mingxing Luo, Guohuai Zhu"
0704.3535,Quantum Simulations in Ion Traps -- Towards Simulating the Early  Expanding Universe,,,Lutz Petersen,b221c8e0a5882e7ffc3f3671d40be848,Lutz Petersen
0704.3550,Final spin of a coalescing black-hole binary: an Effective-One-Body  approach,,10.1103/PhysRevD.76.044003,Alessandro Nagar,289140e9dcb30d6a4871a35eee147ee5,"Thibault Damour, Alessandro Nagar"
0704.3553,"The centrality dependence of elliptic flow, the hydrodynamic limit, and  the viscosity of hot QCD",SPhT-T07/049,10.1103/PhysRevC.76.024905,Jean-Yves Ollitrault,6b63ae690b1c88046a20f224cc86ad05,"Hans-Joachim Drescher, Adrian Dumitru, Clement Gombeaud and Jean-Yves
  Ollitrault"
0704.3559,Pseudo-supersymmetry and a Tale of Alternate Realities,"UG-07-02, KUL-TF-07/08",10.1088/1126-6708/2007/07/067,Andr\'e Ploegh,2381eac75272a926aa10c168b66d760b,"E.A. Bergshoeff, J. Hartong, A. Ploegh, J. Rosseel and D. Van den
  Bleeken"
0704.3564,The critical temperature for the BCS equation at weak coupling,,,Robert Seiringer,12c18e653aa00dc6d060e8a14f1adc54,"Rupert L. Frank, Christian Hainzl, Serguei Naboko, Robert Seiringer"
0704.3570,Anomalous dimensions at twist-3 in the sl(2) sector of N=4 SYM,,10.1088/1126-6708/2007/06/044,Matteo Beccaria,d6e683e8b90a334caac41bec6c7cd5d2,Matteo Beccaria
0704.3574,"Space of Quantum Theory Representations of Natural Numbers, Integers,  and Rational Numbers",,,Paul Benioff,0f5c47cedcf54629cdfc0f05fa1411ec,Paul Benioff
0704.3575,Averages of b-hadron properties at the end of 2006,,,Soeren Prell,6243cf7ef872183a7adc87181b0f09ee,Heavy Flavor Averaging Group (HFAG) (E. Barberio et al.)
0704.3582,Two-loop QED corrections to Bhabha scattering,"FERMILAB-PUB-07-060-T, UH-511-1103-07",10.1088/1126-6708/2007/06/084,T. Becher,ea3459742e0116112c97c2fa7fad3018,Thomas Becher and Kirill Melnikov
0704.3586,Dressing and Wrapping,AEI-2007-024,10.1088/1742-5468/2007/10/P10003,Matthias Staudacher,850d978ffc089e1a2692707ab258a722,"A.V. Kotikov, L.N. Lipatov, A. Rej, M. Staudacher and V.N. Velizhanin"
0704.3606,Type I singularities and the Phantom Menace,,10.1103/PhysRevD.76.063514,John Ward Mr,a91174487f68ca3d2b8c659d3a20e015,Tapan Naskar and John Ward
0704.3607,Low density expansion and isospin dependence of nuclear energy  functional: comparison between relativistic and Skyrme models,,10.1103/PhysRevC.76.044316,Debora Peres Menezes Menezes,5858108c31180b0435a46fc95204bf48,"C. Providencia, D.P. Menezes, L. Brito, Ph. Chomaz"
0704.3608,Quantized Transport in Graphene p-n Junctions in Magnetic Field,,10.1126/science.1144672,Leonid Levitov,5df395738af6b242a25dd5d7b62cb98d,D. A. Abanin and L. S. Levitov
0704.3612,Real analytic solutions for marginal deformations in open superstring  field theory,DESY 07-056,10.1088/1126-6708/2007/09/082,Yuji Okawa,7f206a6db314a47b4a932507f59650c1,Yuji Okawa (DESY)
0704.3613,Metastable Vacua in Perturbed Seiberg-Witten Theories,"CALT-68-2646, UT-07-14",,Chang-Soon Park,34462d35113ee8470fde0402600e60c7,"Hirosi Ooguri, Yutaka Ookouchi and Chang-Soon Park"
0704.3623,Casimir effect in a 6D warped flux compactification model,LMU-ASC 28/07,,Masato Minamitsuji,0beee1582ad9d2dba349bcdff0d9eb49,Masato Minamitsuji
0704.3625,Initial fields and instability in the classical model of the heavy-ion  collision,RBRC-680,10.1103/PhysRevC.76.021902 10.1103/PhysRevC.77.029901,Kenji Fukushima,963938296f1967c9310026be483f4d4b,Kenji Fukushima
0704.3626,The Casimir Force in Randall Sundrum Models,CUMQ/HEP 145,10.1103/PhysRevD.76.015008,Ismail Turan,0a4d69968038006f9fb6143bb9503ca6,"Mariana Frank, Ismail Turan (Concordia Univ.) and Lorric Ziegler
  (Concordia Univ. and Univ. of Geneva)"
0704.3627,The Special McKay correspondence as an equivalence of derived categories,,,Alastair Craw,54721deeb5a253fa368cf1648c577b64,Alastair Craw
0704.3638,Two-loop world-sheet corrections in AdS_5 x S^5 superstring,Imperial-TP-AT-2007-1,10.1088/1126-6708/2007/07/056,Radu Roiban,1c1905c2295f63a2677011a15f01572d,"R. Roiban, A. Tirziu and A. A. Tseytlin"
0704.3667,The Orbifolds of Permutation-Type as Physical String Systems at  Multiples of c=26 IV. Orientation Orbifolds Include Orientifolds,,10.1103/PhysRevD.76.026004,Martin B. Halpern,e3cffdecb2b9a423fb6a56dbd6ab2e7a,M.B.Halpern
0704.3693,Reconstruction Algebras of Type A,,,Michael Wemyss,225c0ffd69a81c85eb42198717ab680e,M. Wemyss
0704.3704,Multimodal nested sampling: an efficient and robust alternative to MCMC  methods for astronomical data analysis,,10.1111/j.1365-2966.2007.12353.x,Farhan Feroz,a739269b2230a87d475d206ff508835a,"Farhan Feroz, M.P. Hobson"
0704.3736,Alignment and signed-intensity anomalies in WMAP data,,10.1111/j.1365-2966.2007.12290.x,Patricio Vielva,f5299f9a4c9fe1ce899d2d002d9fd522,"P. Vielva, Y. Wiaux, E. Martinez-Gonzalez, P. Vandergheynst"
0704.3739,Luminous Red Galaxy Clustering at z~0.7 - First Results using AAOmega,,10.1111/j.1365-2966.2008.13332.x,Nicholas Ross Mr.,623b63c1c703732411377ab6096207b5,"Nicholas P. Ross, T. Shanks, Russell D. Cannon, D.A. Wake, R.G. Sharp,
  S.M. Croom, John A. Peacock"
0704.3764,Phenomenological template family for black-hole coalescence waveforms,AEI-2007-029,10.1088/0264-9381/24/19/S31,P Ajith,ab0f4c75f0a6797ba09d9373ab935010,"P. Ajith, S. Babak, Y. Chen, M. Hewitson, B. Krishnan, J. T. Whelan,
  B. Bruegmann, P. Diener, J. Gonzalez, M. Hannam, S. Husa, M. Koppitz, D.
  Pollney, L. Rezzolla, L. Santamaria, A. M. Sintes, U. Sperhake and J.
  Thornburg"
0704.3798,Modeling the Epps effect of cross correlations in asset prices,,10.1117/12.727127,Bence T\'oth,1f731ebff690cec5ee17d5128a769e69,"Bence Toth, Balint Toth, Janos Kertesz"
0704.3838,Neutrino Mixing and Leptogenesis in Type-II Seesaw Scenarios with  Left-Right Symmetry,,10.1016/j.physletb.2007.11.028,Shu Luo,52b1f88108e55df80184bdfa8fd131ba,"Wei Chao, Shu Luo, Zhi-zhong Xing"
0704.3912,Quasi elementary contractions of Fano manifolds,,,Cinzia Casagrande,a95db71e871f67137ae599bc5f146b76,C. Casagrande
0704.3914,One-loop phi-MHV amplitudes using the unitarity bootstrap,"IPPP/07/12, SACLAY-SPHT-T07/044",10.1088/1126-6708/2007/07/066,Nigel Glover,1589a5c5ff72dccbf174e6066b6a77ba,"S. D. Badger (Saclay, SPhT), E. W. N. Glover (IPPP, Durham U.), Kasper
  Risager (Bohr Inst.)"
0704.3918,Domain-wall/Cosmology correspondence in adS/dS supergravity,"DAMTP-2007-40, ITFA-2007-16, KUL-TF-07/09",10.1088/1126-6708/2007/08/036,Antoine Van Proeyen,def6cedcf5e5e6be8500fb1fa2dc3333,"Kostas Skenderis, Paul K. Townsend and Antoine Van Proeyen"
0704.3968,Electroweak Radiative Corrections to Muon Capture,,10.1103/PhysRevLett.99.032003,Andrzej Czarnecki,b59fa41b1919b41c17eb4e9ed4433a10,"A. Czarnecki, W. J. Marciano, and A. Sirlin"
